tgl/bln/thn;suhu ;kelembapan (%);curah hujan(mm);tekanan(kPa);kecepatang angin(m/s)
11/04/2024;26.92;91.11;11.24;99.81;0.83
12/04/2024;26.4;90.29;0.61;99.84;0.73
13/04/2024;27.41;86.64;0.21;99.78;0.85
14/04/2024;27.72;87.83;0.7;99.83;0.47
15/04/2024;27.98;88.75;2.7;99.82;0.56
16/04/2024;27.53;91.46;14.06;99.79;0.44
17/04/2024;26.7;93.22;12.57;99.8;1.05
18/04/2024;27.56;86.3;3.19;99.72;0.54
19/04/2024;27.6;86.21;5.17;99.6;0.36
20/04/2024;27.13;91.8;30.04;99.63;0.83
21/04/2024;27.71;90.51;28.43;99.67;0.59
22/04/2024;27.85;92.25;25.87;99.63;0.89
23/04/2024;27.22;92.76;31.4;99.64;0.68
24/04/2024;27.16;88.3;4.52;99.64;0.84
25/04/2024;27.47;87.55;3.35;99.63;0.37
26/04/2024;27.62;89.12;13.54;99.62;0.32
27/04/2024;27.22;91.7;22.76;99.65;0.41
28/04/2024;26.95;92.1;1.91;99.76;1.21
29/04/2024;27.21;90.92;0.08;99.77;0.74
30/04/2024;27.72;88.52;1.96;99.64;0.62
01/05/2024;27.4;91.87;39.28;99.57;0.48
02/05/2024;27.02;93.53;19.01;99.65;1.33
03/05/2024;27.21;92.4;9.98;99.73;0.71
04/05/2024;26.72;93.28;7.0;99.77;0.75
05/05/2024;27.11;89.4;0.55;99.69;0.92
06/05/2024;27.38;88.89;1.98;99.74;0.64
07/05/2024;26.62;95.45;26.75;99.85;0.71
08/05/2024;27.67;87.65;3.08;99.78;0.43
09/05/2024;26.72;92.04;0.04;99.72;0.66
10/05/2024;26.81;92.43;0.41;99.74;0.59
11/05/2024;27.35;89.83;5.41;99.83;1.03
12/05/2024;26.6;92.93;2.5;99.87;0.79
13/05/2024;26.66;92.53;7.61;99.73;0.55
14/05/2024;27.36;89.68;9.85;99.74;0.67
15/05/2024;27.35;91.74;3.38;99.76;1.13
16/05/2024;26.78;92.4;2.3;99.81;0.91
17/05/2024;27.49;88.0;0.07;99.73;0.82
18/05/2024;27.41;89.15;0.54;99.69;0.95
19/05/2024;27.25;89.81;4.61;99.57;1.16
20/05/2024;26.64;91.43;2.97;99.64;0.9
21/05/2024;27.27;90.2;32.39;99.61;0.72
22/05/2024;27.36;90.68;24.19;99.69;0.31
23/05/2024;27.68;88.85;3.75;99.63;0.45
24/05/2024;27.35;91.63;3.46;99.65;0.24
25/05/2024;26.24;93.71;31.94;99.77;0.67
26/05/2024;27.26;89.18;1.83;99.81;0.47
27/05/2024;28.05;89.74;0.32;99.75;0.68
28/05/2024;27.35;87.59;0.27;99.8;0.5
29/05/2024;27.2;91.84;20.94;99.72;0.82
30/05/2024;26.83;91.66;16.86;99.8;0.46
31/05/2024;26.76;94.9;4.11;99.83;1.19
01/06/2024;26.74;91.69;7.2;100.01;0.48
02/06/2024;26.4;90.75;13.31;100.02;0.86
03/06/2024;27.14;87.8;3.05;99.94;0.36
04/06/2024;27.01;89.74;4.47;100.0;0.49
05/06/2024;27.92;85.71;23.6;99.97;0.41
06/06/2024;27.27;88.37;9.61;99.95;0.82
07/06/2024;27.23;86.05;0.5;99.87;0.45
08/06/2024;26.64;89.13;10.15;99.79;0.21
09/06/2024;26.37;92.6;7.79;99.92;0.41
10/06/2024;26.64;88.32;4.48;99.96;0.7
11/06/2024;26.75;90.96;25.46;100.01;0.63
12/06/2024;26.73;89.47;16.94;100.1;0.42
13/06/2024;26.56;90.12;3.43;99.99;0.44
14/06/2024;26.78;89.59;3.51;99.84;0.53
15/06/2024;26.83;90.76;17.2;99.77;0.36
16/06/2024;26.84;88.71;6.36;99.85;0.74
17/06/2024;27.0;86.09;1.15;99.88;0.4
18/06/2024;26.3;91.86;4.27;99.86;0.95
19/06/2024;26.47;91.28;5.36;99.74;1.22
20/06/2024;25.68;91.0;2.04;99.72;0.81
21/06/2024;25.85;89.56;20.69;99.79;0.36
22/06/2024;25.27;91.56;13.64;99.84;0.97
23/06/2024;26.07;89.49;0.09;99.81;1.09
24/06/2024;25.92;89.08;0.56;99.79;0.79
25/06/2024;25.46;91.89;2.72;99.74;0.6
26/06/2024;26.37;90.32;1.73;99.67;0.97
27/06/2024;26.68;90.66;1.11;99.8;0.99
28/06/2024;27.22;87.22;1.52;99.87;0.78
29/06/2024;26.28;88.89;5.11;99.93;0.73
30/06/2024;25.74;91.0;6.58;99.96;0.56
01/07/2024;25.56;92.45;5.88;99.91;0.72
02/07/2024;26.36;88.13;6.67;99.83;0.48
03/07/2024;26.19;91.13;4.16;99.89;0.92
04/07/2024;26.31;89.37;4.21;99.93;0.79
05/07/2024;26.38;89.29;8.61;99.74;0.39
06/07/2024;26.17;92.81;11.95;99.67;0.5
07/07/2024;26.12;91.54;3.22;99.75;0.72
08/07/2024;25.78;90.47;4.1;99.75;0.44
09/07/2024;25.5;92.9;0.71;99.88;0.89
10/07/2024;26.34;86.73;0.93;100.04;0.39
11/07/2024;26.14;87.47;0.19;99.93;0.54
12/07/2024;25.99;89.73;0.23;99.76;1.01
13/07/2024;25.24;93.77;0.37;99.69;1.04
14/07/2024;25.84;87.68;0.02;99.75;1.14
15/07/2024;25.94;88.51;0.18;99.74;1.17
16/07/2024;25.72;88.36;0.74;99.8;1.31
17/07/2024;26.03;88.02;0.07;99.8;1.06
18/07/2024;25.8;92.43;0.3;99.87;0.96
19/07/2024;26.64;88.91;0.0;99.78;1.53
20/07/2024;26.72;88.69;0.0;99.83;1.18
21/07/2024;26.74;87.42;0.0;99.94;1.49
22/07/2024;26.83;89.3;0.0;99.97;1.56
23/07/2024;27.06;86.43;0.34;99.93;1.08
24/07/2024;26.77;84.44;0.0;99.78;1.21
25/07/2024;25.9;84.61;0.0;99.71;1.17
26/07/2024;26.35;87.43;0.0;99.77;1.41
27/07/2024;26.51;87.6;0.0;99.85;1.32
28/07/2024;26.76;87.84;0.0;99.8;1.35
29/07/2024;26.7;89.1;2.37;99.72;1.31
30/07/2024;26.22;90.9;5.02;99.84;1.07
31/07/2024;26.42;89.31;4.6;100.02;1.27
01/08/2024;25.99;89.76;2.0;100.02;1.03
02/08/2024;25.96;89.56;1.47;99.93;0.96
03/08/2024;26.03;89.75;1.12;99.99;1.21
04/08/2024;25.76;91.08;5.09;99.99;1.03
05/08/2024;26.27;85.72;1.2;99.89;0.8
06/08/2024;26.3;87.72;4.05;99.85;1.1
07/08/2024;26.24;88.93;0.83;99.92;1.33
08/08/2024;25.9;89.85;0.0;99.95;1.17
09/08/2024;25.81;91.56;4.15;99.91;1.13
10/08/2024;26.41;87.62;1.84;99.83;1.13
11/08/2024;26.68;86.59;0.8;99.76;1.3
12/08/2024;26.6;83.49;0.02;99.72;0.91
13/08/2024;26.34;87.22;0.0;99.79;1.34
14/08/2024;26.65;87.61;3.65;99.8;1.19
15/08/2024;26.8;86.73;2.41;99.73;1.12
16/08/2024;26.69;87.88;0.91;99.71;1.13
17/08/2024;26.57;88.58;3.03;99.77;1.36
18/08/2024;26.77;88.26;3.16;99.82;1.11
19/08/2024;26.68;87.9;5.15;99.81;0.97
20/08/2024;25.95;92.01;41.39;99.91;0.66
21/08/2024;26.64;86.33;4.21;99.96;0.79
22/08/2024;26.53;87.74;6.94;99.98;1.03
23/08/2024;26.07;90.96;23.14;100.04;1.39
24/08/2024;25.92;86.34;7.13;100.06;0.82
25/08/2024;25.92;86.39;0.87;99.96;0.62
26/08/2024;26.51;85.69;0.77;99.88;1.24
27/08/2024;26.2;87.48;2.09;99.99;0.34
28/08/2024;23.68;91.8;4.66;100.07;0.83
29/08/2024;25.07;86.27;0.02;99.98;1.05
30/08/2024;26.41;82.85;0.09;99.91;1.06
31/08/2024;26.35;87.98;0.47;99.88;0.56
01/09/2024;27.17;87.03;0.1;99.78;0.54
02/09/2024;26.84;89.22;0.23;99.82;1.0
03/09/2024;26.76;87.34;4.55;99.91;0.92
04/09/2024;25.34;94.03;87.33;99.87;0.96
05/09/2024;26.65;84.69;1.83;99.76;0.62
06/09/2024;26.78;87.42;0.56;99.78;1.18
07/09/2024;26.95;87.71;0.49;99.9;1.46
08/09/2024;26.65;88.33;0.83;99.98;1.35
09/09/2024;25.89;91.82;12.21;99.94;0.9
10/09/2024;26.97;84.01;5.48;99.87;0.34
11/09/2024;26.72;87.91;6.27;99.9;1.07
12/09/2024;24.27;91.0;24.75;100.05;1.34
13/09/2024;26.53;83.67;2.1;99.88;1.03
14/09/2024;27.27;82.17;1.45;99.75;1.03
15/09/2024;26.82;83.35;3.0;99.78;1.16
16/09/2024;27.0;84.8;1.88;99.76;0.81
17/09/2024;26.44;86.13;12.82;99.69;1.28
18/09/2024;26.7;81.34;0.66;99.63;1.17
19/09/2024;26.94;79.63;0.0;99.63;0.97
20/09/2024;27.22;80.57;0.17;99.67;1.24
21/09/2024;26.7;85.7;0.05;99.74;1.12
22/09/2024;26.93;87.3;0.0;99.78;0.46
23/09/2024;26.84;88.32;2.18;99.86;1.0
24/09/2024;26.58;88.74;4.4;99.9;0.59
25/09/2024;27.07;86.61;25.29;99.91;0.44
26/09/2024;25.99;85.99;16.62;99.97;0.83
27/09/2024;26.51;83.87;3.95;99.84;1.23
28/09/2024;26.77;89.34;3.1;99.86;0.99
29/09/2024;25.7;92.16;6.99;99.93;1.13
30/09/2024;26.71;83.65;11.08;99.86;0.54
01/10/2024;27.0;84.72;5.76;99.81;0.25
02/10/2024;26.82;86.24;4.59;99.85;1.11
03/10/2024;26.75;87.97;7.03;99.89;0.99
04/10/2024;26.23;92.47;26.4;99.89;0.93
05/10/2024;26.76;86.38;24.91;99.89;0.61
06/10/2024;26.82;86.8;20.09;99.89;0.59
07/10/2024;26.88;83.26;0.14;99.99;1.15
08/10/2024;26.68;82.56;0.16;99.97;1.16
09/10/2024;26.83;84.0;0.59;99.86;1.08
10/10/2024;26.61;88.98;8.75;99.78;1.14
11/10/2024;27.04;86.5;15.74;99.74;0.58
12/10/2024;26.54;90.97;8.59;99.81;0.62
13/10/2024;26.68;86.4;8.14;99.85;0.36
14/10/2024;27.21;85.58;16.6;99.84;0.29
15/10/2024;27.27;84.78;9.53;99.92;0.94
16/10/2024;27.15;83.3;0.41;99.98;0.56
17/10/2024;26.74;85.9;43.06;99.97;1.17
18/10/2024;27.36;80.89;4.53;99.9;0.71
19/10/2024;26.13;85.91;3.34;99.96;0.79
20/10/2024;27.15;82.6;2.98;100.04;0.64
21/10/2024;27.18;82.08;0.04;99.99;0.7
22/10/2024;27.59;82.55;1.34;99.9;0.48
23/10/2024;27.3;87.23;1.19;99.86;0.95
24/10/2024;27.18;87.39;0.0;99.88;0.6
25/10/2024;27.19;83.94;0.0;99.95;0.32
26/10/2024;27.43;82.61;7.88;99.88;0.61
27/10/2024;27.57;80.76;6.73;99.73;0.61
28/10/2024;27.56;81.63;5.69;99.78;0.54
29/10/2024;27.67;82.85;0.06;99.87;0.76
30/10/2024;27.74;83.93;0.35;99.87;0.77
31/10/2024;25.42;94.19;20.59;99.9;1.53
01/11/2024;26.89;87.05;1.41;99.9;0.61
02/11/2024;26.31;89.16;8.58;100.0;0.79
03/11/2024;27.03;81.35;0.83;99.97;0.67
04/11/2024;25.91;88.46;2.17;99.93;0.42
05/11/2024;26.51;86.36;0.38;99.9;0.68
06/11/2024;25.9;86.79;12.92;99.9;0.56
07/11/2024;26.44;84.09;5.68;99.96;0.49
08/11/2024;26.71;85.32;19.86;99.88;0.38
09/11/2024;26.23;88.34;2.59;99.87;1.18
10/11/2024;26.58;85.13;2.56;99.89;0.55
11/11/2024;26.67;88.15;0.54;99.84;0.66
12/11/2024;27.05;87.8;6.28;99.75;0.58
13/11/2024;26.86;90.59;23.81;99.69;0.42
14/11/2024;27.14;88.84;16.2;99.73;0.56
15/11/2024;27.54;84.74;5.56;99.76;0.73
16/11/2024;27.32;86.45;8.31;99.67;0.72
17/11/2024;26.63;92.0;25.25;99.63;1.0
18/11/2024;25.97;93.19;11.73;99.7;0.92
19/11/2024;26.55;88.62;3.54;99.75;0.49
20/11/2024;26.7;88.91;8.04;99.67;0.65
21/11/2024;27.06;87.01;9.04;99.62;0.5
22/11/2024;26.11;90.77;6.35;99.7;0.6
23/11/2024;26.22;89.17;52.64;99.75;0.7
24/11/2024;26.24;89.91;1.74;99.77;0.54
25/11/2024;26.5;91.76;5.58;99.66;0.41
26/11/2024;26.63;90.03;6.16;99.63;0.84
27/11/2024;25.72;93.43;11.85;99.68;0.63
28/11/2024;26.14;89.77;6.47;99.77;0.72
29/11/2024;25.86;86.91;0.83;99.79;0.69
30/11/2024;27.02;81.48;0.44;99.7;0.32
01/12/2024;26.94;84.82;3.92;99.67;0.89
02/12/2024;26.23;89.53;7.84;99.71;0.74
03/12/2024;27.02;83.42;1.07;99.75;1.0
04/12/2024;26.9;85.04;1.42;99.75;1.35
05/12/2024;26.66;85.05;0.61;99.73;1.08
06/12/2024;26.51;83.55;0.58;99.7;0.77
07/12/2024;26.58;88.05;0.62;99.65;1.18
08/12/2024;26.48;89.9;8.81;99.66;1.18
09/12/2024;26.53;89.59;4.55;99.65;1.51
10/12/2024;26.24;86.68;0.04;99.62;1.46
11/12/2024;26.07;89.45;2.71;99.61;1.39
12/12/2024;26.48;89.42;20.85;99.59;0.88
13/12/2024;26.37;85.82;1.88;99.65;0.85
14/12/2024;26.54;85.46;0.76;99.72;0.75
15/12/2024;26.08;89.08;1.98;99.85;0.63
16/12/2024;26.6;87.24;9.84;99.83;0.68
17/12/2024;26.26;89.66;5.17;99.84;0.5
18/12/2024;26.23;89.69;16.51;99.83;1.07
19/12/2024;26.11;91.19;4.08;99.88;1.23
20/12/2024;26.35;89.0;3.72;99.86;1.32
21/12/2024;25.71;92.67;15.33;99.85;1.11
22/12/2024;26.22;89.37;1.57;99.82;0.65
23/12/2024;26.5;90.41;12.93;99.82;1.06
24/12/2024;26.09;88.06;2.52;99.85;1.02
25/12/2024;26.9;83.05;0.51;99.9;0.8
26/12/2024;26.33;87.69;0.83;100.01;1.01
27/12/2024;26.39;87.54;1.19;100.03;0.71
28/12/2024;26.8;86.61;0.97;99.97;0.3
29/12/2024;26.72;90.28;6.05;99.93;0.55
30/12/2024;25.72;92.35;10.91;100.0;1.01
